experiment_id,Plate,Well,Read,Reader,Temperature,Experiment,Name,Type,Ribosome ID,SMS ID,tRNA ID,DNA ID,SMS Vol (uL),Water vol (uL),HasCP,Gain,Read Type,Read_new,[HEPES] (mM),[ATP] (mM),[GTP] (mM),[CTP] (mM),[UTP] (mM),[tRNA] (ug/uL),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[Amino acid mix] (mM),[DNA] (ng/uL),DNA MW (MDa),Product,[PEG4K 40%] (%),[RNAse Inhib stock] (U/mL),[RNAse Inhib] (U/mL),Date,PMix ID,[PMix stock] (mg/mL),[Ribosome stock] (uM),[tRNA stock] (ug/uL),[DNA stock] (ng/uL),PMix Vol (uL),[PMix] (mg/mL),Ribosome Vol (uL),[Ribosome] (uM),tRNA Vol (uL),DNA Vol (uL),RNase Inhib Vol (uL),Rxn Volume (uL),IsNEB,[Magnesium acetate] (mM),[Creatine phosphate] (mM),[PPK] (uM),[PolyP] (mM),[DNA] (nM),[Potassium glutamate] (mM),sigmoid_steady_state (ng/uL),sigmoid_rate (1/h),sigmoid_time_offset (h),drift_rate (ng/uL/h),drift_rate_time_offset (h),success,HEPES ID,Potassium glutamate ID,Magnesium acetate ID,ATP ID,GTP ID,CTP ID,UTP ID,Creatine phosphate ID,TCEP ID,Folinic acid ID,Spermidine ID,Amino acid mix ID
PMix-AR-898_B4,1,B4,GFP-M-Gext,Cytation5,37.1,PMix-AR-898,AR-898 (15 mg/mL),Sample,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,35.60200137742581,3.4265157035492817,1.2138791531182613,0.0005038714385739682,4.167464377348254,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B4,1,B4,GFP-M-Gext,Cytation5,36.9,PMix-AR-898,AR-898 (15 mg/mL),Sample,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,35.60200137742581,3.4265157035492817,1.2138791531182613,0.0005038714385739682,4.167464377348254,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B6,1,B6,GFP-M-Gext,Cytation5,23.6,PMix-AR-898,NEB Factor Mix,Rxn Control,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Factor Mix,,10.0,35.0,125.0,1.2,,1.8,1.8,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,35.42039714008151,2.270626005469736,1.5936056069732565,0.000532244168174837,4.0313103856208725,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B6,1,B6,GFP-M-Gext,Cytation5,30.0,PMix-AR-898,NEB Factor Mix,Rxn Control,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Factor Mix,,10.0,35.0,125.0,1.2,,1.8,1.8,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,35.42039714008151,2.270626005469736,1.5936056069732565,0.000532244168174837,4.0313103856208725,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B6,1,B6,GFP-M-Gext,Cytation5,34.7,PMix-AR-898,NEB Factor Mix,Rxn Control,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Factor Mix,,10.0,35.0,125.0,1.2,,1.8,1.8,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,35.42039714008151,2.270626005469736,1.5936056069732565,0.000532244168174837,4.0313103856208725,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B6,1,B6,GFP-M-Gext,Cytation5,37.0,PMix-AR-898,NEB Factor Mix,Rxn Control,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Factor Mix,,10.0,35.0,125.0,1.2,,1.8,1.8,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,35.42039714008151,2.270626005469736,1.5936056069732565,0.000532244168174837,4.0313103856208725,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B6,1,B6,GFP-M-Gext,Cytation5,37.1,PMix-AR-898,NEB Factor Mix,Rxn Control,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Factor Mix,,10.0,35.0,125.0,1.2,,1.8,1.8,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,35.42039714008151,2.270626005469736,1.5936056069732565,0.000532244168174837,4.0313103856208725,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B6,1,B6,GFP-M-Gext,Cytation5,36.9,PMix-AR-898,NEB Factor Mix,Rxn Control,AR-898,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,NEB Factor Mix,,10.0,35.0,125.0,1.2,,1.8,1.8,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,35.42039714008151,2.270626005469736,1.5936056069732565,0.000532244168174837,4.0313103856208725,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B8,1,B8,GFP-M-Gext,Cytation5,23.6,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,44.71921154298894,3.083729286481546,1.3921550405661618,0.0006164306002089853,4.129598101205749,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B8,1,B8,GFP-M-Gext,Cytation5,30.0,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,44.71921154298894,3.083729286481546,1.3921550405661618,0.0006164306002089853,4.129598101205749,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B8,1,B8,GFP-M-Gext,Cytation5,34.7,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,44.71921154298894,3.083729286481546,1.3921550405661618,0.0006164306002089853,4.129598101205749,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B8,1,B8,GFP-M-Gext,Cytation5,37.0,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,44.71921154298894,3.083729286481546,1.3921550405661618,0.0006164306002089853,4.129598101205749,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B8,1,B8,GFP-M-Gext,Cytation5,37.1,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,44.71921154298894,3.083729286481546,1.3921550405661618,0.0006164306002089853,4.129598101205749,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B8,1,B8,GFP-M-Gext,Cytation5,36.9,PMix-AR-898,NEB Ribosome,Rxn Control,NEB Ribosome,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,13.3,35.0,125.0,1.2,1.8,1.8,2.394,1.0,0.5,0.5,10.0,1.0,8.0,20.0,0.0,0.0,3.376553214,100.0,44.71921154298894,3.083729286481546,1.3921550405661618,0.0006164306002089853,4.129598101205749,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B10,1,B10,GFP-M-Gext,Cytation5,23.6,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,45.00280276998554,2.734986743087991,1.3306686368065197,0.0008008333976673376,4.087205801896492,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B10,1,B10,GFP-M-Gext,Cytation5,30.0,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,45.00280276998554,2.734986743087991,1.3306686368065197,0.0008008333976673376,4.087205801896492,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B10,1,B10,GFP-M-Gext,Cytation5,34.7,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,45.00280276998554,2.734986743087991,1.3306686368065197,0.0008008333976673376,4.087205801896492,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B10,1,B10,GFP-M-Gext,Cytation5,37.0,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,45.00280276998554,2.734986743087991,1.3306686368065197,0.0008008333976673376,4.087205801896492,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B10,1,B10,GFP-M-Gext,Cytation5,37.1,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,45.00280276998554,2.734986743087991,1.3306686368065197,0.0008008333976673376,4.087205801896492,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B10,1,B10,GFP-M-Gext,Cytation5,36.9,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (12.14 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,12.14,35.0,125.0,1.2,1.8,1.8,2.1852,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,45.00280276998554,2.734986743087991,1.3306686368065197,0.0008008333976673376,4.087205801896492,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B12,1,B12,GFP-M-Gext,Cytation5,23.6,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,39.21163183724873,2.5017380366641855,1.3756762048717288,0.0007907752039134847,4.059515426233563,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B12,1,B12,GFP-M-Gext,Cytation5,30.0,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,39.21163183724873,2.5017380366641855,1.3756762048717288,0.0007907752039134847,4.059515426233563,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B12,1,B12,GFP-M-Gext,Cytation5,34.7,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,39.21163183724873,2.5017380366641855,1.3756762048717288,0.0007907752039134847,4.059515426233563,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B12,1,B12,GFP-M-Gext,Cytation5,37.0,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,39.21163183724873,2.5017380366641855,1.3756762048717288,0.0007907752039134847,4.059515426233563,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
PMix-AR-898_B12,1,B12,GFP-M-Gext,Cytation5,37.1,PMix-AR-898,AR-898 (15 mg/mL) + BE Rib (10 uM),Sample,AR-898.1,AR-895,AR-838,AR-804,3.0,2.0,,ext,M,GFP-M-Gext,50,2,2,1,1,3.5,1,0.02,2,0.3,6.25,1.851,plamGFP,0,40000,2000,2025-12-03,AR-898,15.0,10.0,35.0,125.0,1.2,1.8,1.8,1.8,1.0,0.5,0.5,10.0,0.0,8.0,20.0,0.0,0.0,3.376553214,100.0,39.21163183724873,2.5017380366641855,1.3756762048717288,0.0007907752039134847,4.059515426233563,True,AR-148,AR-857,AR-146,AR-728,AR-728,AR-728,AR-728,AR-702,,AR-161,AR-159,AR-684
