,Time,Well,Data,Row,Column,Read,Plate,Clock Time,Sample #,Name
66,0 days 05:30:00,D3,39,D,3,mScarlet,Plate 1,2025-10-27 22:40:09,1,Negative
67,0 days 05:35:00,D3,51,D,3,mScarlet,Plate 1,2025-10-27 22:45:09,1,Negative
68,0 days 05:40:00,D3,46,D,3,mScarlet,Plate 1,2025-10-27 22:50:09,1,Negative
69,0 days 05:45:00,D3,51,D,3,mScarlet,Plate 1,2025-10-27 22:55:09,1,Negative
70,0 days 05:50:00,D3,44,D,3,mScarlet,Plate 1,2025-10-27 23:00:09,1,Negative
71,0 days 05:55:00,D3,46,D,3,mScarlet,Plate 1,2025-10-27 23:05:09,1,Negative
72,0 days 06:00:00,D3,44,D,3,mScarlet,Plate 1,2025-10-27 23:10:09,1,Negative
73,0 days 06:05:00,D3,44,D,3,mScarlet,Plate 1,2025-10-27 23:15:09,1,Negative
74,0 days 06:10:00,D3,49,D,3,mScarlet,Plate 1,2025-10-27 23:20:09,1,Negative
75,0 days 06:15:00,D3,52,D,3,mScarlet,Plate 1,2025-10-27 23:25:09,1,Negative
76,0 days 06:20:00,D3,47,D,3,mScarlet,Plate 1,2025-10-27 23:30:09,1,Negative
77,0 days 06:25:00,D3,49,D,3,mScarlet,Plate 1,2025-10-27 23:35:09,1,Negative
78,0 days 06:30:00,D3,48,D,3,mScarlet,Plate 1,2025-10-27 23:40:09,1,Negative
79,0 days 06:35:00,D3,48,D,3,mScarlet,Plate 1,2025-10-27 23:45:09,1,Negative
80,0 days 06:40:00,D3,43,D,3,mScarlet,Plate 1,2025-10-27 23:50:09,1,Negative
81,0 days 06:45:00,D3,54,D,3,mScarlet,Plate 1,2025-10-27 23:55:09,1,Negative
82,0 days 06:50:00,D3,48,D,3,mScarlet,Plate 1,2025-10-28 00:00:09,1,Negative
83,0 days 06:55:00,D3,58,D,3,mScarlet,Plate 1,2025-10-28 00:05:09,1,Negative
84,0 days 07:00:00,D3,49,D,3,mScarlet,Plate 1,2025-10-28 00:10:09,1,Negative
85,0 days 07:05:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 00:15:09,1,Negative
86,0 days 07:10:00,D3,51,D,3,mScarlet,Plate 1,2025-10-28 00:20:09,1,Negative
87,0 days 07:15:00,D3,53,D,3,mScarlet,Plate 1,2025-10-28 00:25:09,1,Negative
88,0 days 07:20:00,D3,50,D,3,mScarlet,Plate 1,2025-10-28 00:30:09,1,Negative
89,0 days 07:25:00,D3,44,D,3,mScarlet,Plate 1,2025-10-28 00:35:09,1,Negative
90,0 days 07:30:00,D3,54,D,3,mScarlet,Plate 1,2025-10-28 00:40:09,1,Negative
91,0 days 07:35:00,D3,54,D,3,mScarlet,Plate 1,2025-10-28 00:45:09,1,Negative
92,0 days 07:40:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 00:50:09,1,Negative
93,0 days 07:45:00,D3,48,D,3,mScarlet,Plate 1,2025-10-28 00:55:09,1,Negative
94,0 days 07:50:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 01:00:09,1,Negative
95,0 days 07:55:00,D3,50,D,3,mScarlet,Plate 1,2025-10-28 01:05:09,1,Negative
96,0 days 08:00:00,D3,63,D,3,mScarlet,Plate 1,2025-10-28 01:10:09,1,Negative
97,0 days 08:05:00,D3,45,D,3,mScarlet,Plate 1,2025-10-28 01:15:09,1,Negative
98,0 days 08:10:00,D3,48,D,3,mScarlet,Plate 1,2025-10-28 01:20:09,1,Negative
99,0 days 08:15:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 01:25:09,1,Negative
100,0 days 08:20:00,D3,54,D,3,mScarlet,Plate 1,2025-10-28 01:30:09,1,Negative
101,0 days 08:25:00,D3,53,D,3,mScarlet,Plate 1,2025-10-28 01:35:09,1,Negative
102,0 days 08:30:00,D3,46,D,3,mScarlet,Plate 1,2025-10-28 01:40:09,1,Negative
103,0 days 08:35:00,D3,47,D,3,mScarlet,Plate 1,2025-10-28 01:45:09,1,Negative
104,0 days 08:40:00,D3,48,D,3,mScarlet,Plate 1,2025-10-28 01:50:09,1,Negative
105,0 days 08:45:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 01:55:09,1,Negative
106,0 days 08:50:00,D3,67,D,3,mScarlet,Plate 1,2025-10-28 02:00:09,1,Negative
107,0 days 08:55:00,D3,50,D,3,mScarlet,Plate 1,2025-10-28 02:05:09,1,Negative
108,0 days 09:00:00,D3,58,D,3,mScarlet,Plate 1,2025-10-28 02:10:09,1,Negative
109,0 days 09:05:00,D3,54,D,3,mScarlet,Plate 1,2025-10-28 02:15:09,1,Negative
110,0 days 09:10:00,D3,57,D,3,mScarlet,Plate 1,2025-10-28 02:20:09,1,Negative
111,0 days 09:15:00,D3,46,D,3,mScarlet,Plate 1,2025-10-28 02:25:09,1,Negative
112,0 days 09:20:00,D3,44,D,3,mScarlet,Plate 1,2025-10-28 02:30:09,1,Negative
113,0 days 09:25:00,D3,48,D,3,mScarlet,Plate 1,2025-10-28 02:35:09,1,Negative
114,0 days 09:30:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 02:40:09,1,Negative
115,0 days 09:35:00,D3,59,D,3,mScarlet,Plate 1,2025-10-28 02:45:09,1,Negative
116,0 days 09:40:00,D3,53,D,3,mScarlet,Plate 1,2025-10-28 02:50:09,1,Negative
117,0 days 09:45:00,D3,47,D,3,mScarlet,Plate 1,2025-10-28 02:55:09,1,Negative
118,0 days 09:50:00,D3,43,D,3,mScarlet,Plate 1,2025-10-28 03:00:09,1,Negative
119,0 days 09:55:00,D3,48,D,3,mScarlet,Plate 1,2025-10-28 03:05:09,1,Negative
120,0 days 10:00:00,D3,48,D,3,mScarlet,Plate 1,2025-10-28 03:10:09,1,Negative
121,0 days 10:05:00,D3,50,D,3,mScarlet,Plate 1,2025-10-28 03:15:09,1,Negative
122,0 days 10:10:00,D3,49,D,3,mScarlet,Plate 1,2025-10-28 03:20:09,1,Negative
123,0 days 10:15:00,D3,50,D,3,mScarlet,Plate 1,2025-10-28 03:25:09,1,Negative
124,0 days 10:20:00,D3,53,D,3,mScarlet,Plate 1,2025-10-28 03:30:09,1,Negative
125,0 days 10:25:00,D3,54,D,3,mScarlet,Plate 1,2025-10-28 03:35:09,1,Negative
126,0 days 10:30:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 03:40:09,1,Negative
127,0 days 10:35:00,D3,55,D,3,mScarlet,Plate 1,2025-10-28 03:45:09,1,Negative
128,0 days 10:40:00,D3,47,D,3,mScarlet,Plate 1,2025-10-28 03:50:09,1,Negative
129,0 days 10:45:00,D3,55,D,3,mScarlet,Plate 1,2025-10-28 03:55:09,1,Negative
130,0 days 10:50:00,D3,54,D,3,mScarlet,Plate 1,2025-10-28 04:00:09,1,Negative
131,0 days 10:55:00,D3,55,D,3,mScarlet,Plate 1,2025-10-28 04:05:09,1,Negative
132,0 days 11:00:00,D3,69,D,3,mScarlet,Plate 1,2025-10-28 04:10:09,1,Negative
133,0 days 11:05:00,D3,56,D,3,mScarlet,Plate 1,2025-10-28 04:15:09,1,Negative
134,0 days 11:10:00,D3,56,D,3,mScarlet,Plate 1,2025-10-28 04:20:09,1,Negative
135,0 days 11:15:00,D3,56,D,3,mScarlet,Plate 1,2025-10-28 04:25:09,1,Negative
136,0 days 11:20:00,D3,50,D,3,mScarlet,Plate 1,2025-10-28 04:30:09,1,Negative
137,0 days 11:25:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 04:35:09,1,Negative
138,0 days 11:30:00,D3,56,D,3,mScarlet,Plate 1,2025-10-28 04:40:09,1,Negative
139,0 days 11:35:00,D3,58,D,3,mScarlet,Plate 1,2025-10-28 04:45:09,1,Negative
140,0 days 11:40:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 04:50:09,1,Negative
141,0 days 11:45:00,D3,48,D,3,mScarlet,Plate 1,2025-10-28 04:55:09,1,Negative
142,0 days 11:50:00,D3,52,D,3,mScarlet,Plate 1,2025-10-28 05:00:09,1,Negative
143,0 days 11:55:00,D3,63,D,3,mScarlet,Plate 1,2025-10-28 05:05:09,1,Negative
144,0 days 12:00:00,D3,54,D,3,mScarlet,Plate 1,2025-10-28 05:10:09,1,Negative
145,0 days 00:00:00,D5,124,D,5,mScarlet,Plate 1,2025-10-27 17:10:09,2,T7pause
146,0 days 00:05:00,D5,36,D,5,mScarlet,Plate 1,2025-10-27 17:15:09,2,T7pause
147,0 days 00:10:00,D5,45,D,5,mScarlet,Plate 1,2025-10-27 17:20:09,2,T7pause
148,0 days 00:15:00,D5,44,D,5,mScarlet,Plate 1,2025-10-27 17:25:09,2,T7pause
149,0 days 00:20:00,D5,44,D,5,mScarlet,Plate 1,2025-10-27 17:30:09,2,T7pause
150,0 days 00:25:00,D5,62,D,5,mScarlet,Plate 1,2025-10-27 17:35:09,2,T7pause
151,0 days 00:30:00,D5,57,D,5,mScarlet,Plate 1,2025-10-27 17:40:09,2,T7pause
152,0 days 00:35:00,D5,78,D,5,mScarlet,Plate 1,2025-10-27 17:45:09,2,T7pause
153,0 days 00:40:00,D5,132,D,5,mScarlet,Plate 1,2025-10-27 17:50:09,2,T7pause
154,0 days 00:45:00,D5,190,D,5,mScarlet,Plate 1,2025-10-27 17:55:09,2,T7pause
155,0 days 00:50:00,D5,320,D,5,mScarlet,Plate 1,2025-10-27 18:00:09,2,T7pause
156,0 days 00:55:00,D5,481,D,5,mScarlet,Plate 1,2025-10-27 18:05:09,2,T7pause
157,0 days 01:00:00,D5,698,D,5,mScarlet,Plate 1,2025-10-27 18:10:09,2,T7pause
158,0 days 01:05:00,D5,954,D,5,mScarlet,Plate 1,2025-10-27 18:15:09,2,T7pause
159,0 days 01:10:00,D5,1408,D,5,mScarlet,Plate 1,2025-10-27 18:20:09,2,T7pause
160,0 days 01:15:00,D5,1803,D,5,mScarlet,Plate 1,2025-10-27 18:25:09,2,T7pause
161,0 days 01:20:00,D5,2383,D,5,mScarlet,Plate 1,2025-10-27 18:30:09,2,T7pause
162,0 days 01:25:00,D5,2940,D,5,mScarlet,Plate 1,2025-10-27 18:35:09,2,T7pause
163,0 days 01:30:00,D5,3810,D,5,mScarlet,Plate 1,2025-10-27 18:40:09,2,T7pause
164,0 days 01:35:00,D5,4510,D,5,mScarlet,Plate 1,2025-10-27 18:45:09,2,T7pause
165,0 days 01:40:00,D5,5376,D,5,mScarlet,Plate 1,2025-10-27 18:50:09,2,T7pause
166,0 days 01:45:00,D5,6449,D,5,mScarlet,Plate 1,2025-10-27 18:55:09,2,T7pause
167,0 days 01:50:00,D5,7495,D,5,mScarlet,Plate 1,2025-10-27 19:00:09,2,T7pause
168,0 days 01:55:00,D5,8596,D,5,mScarlet,Plate 1,2025-10-27 19:05:09,2,T7pause
169,0 days 02:00:00,D5,9904,D,5,mScarlet,Plate 1,2025-10-27 19:10:09,2,T7pause
170,0 days 02:05:00,D5,11268,D,5,mScarlet,Plate 1,2025-10-27 19:15:09,2,T7pause
171,0 days 02:10:00,D5,12664,D,5,mScarlet,Plate 1,2025-10-27 19:20:09,2,T7pause
172,0 days 02:15:00,D5,14053,D,5,mScarlet,Plate 1,2025-10-27 19:25:09,2,T7pause
173,0 days 02:20:00,D5,15520,D,5,mScarlet,Plate 1,2025-10-27 19:30:09,2,T7pause
174,0 days 02:25:00,D5,17214,D,5,mScarlet,Plate 1,2025-10-27 19:35:09,2,T7pause
175,0 days 02:30:00,D5,18523,D,5,mScarlet,Plate 1,2025-10-27 19:40:09,2,T7pause
176,0 days 02:35:00,D5,20312,D,5,mScarlet,Plate 1,2025-10-27 19:45:09,2,T7pause
177,0 days 02:40:00,D5,21803,D,5,mScarlet,Plate 1,2025-10-27 19:50:09,2,T7pause
178,0 days 02:45:00,D5,23562,D,5,mScarlet,Plate 1,2025-10-27 19:55:09,2,T7pause
179,0 days 02:50:00,D5,25329,D,5,mScarlet,Plate 1,2025-10-27 20:00:09,2,T7pause
180,0 days 02:55:00,D5,26880,D,5,mScarlet,Plate 1,2025-10-27 20:05:09,2,T7pause
181,0 days 03:00:00,D5,28924,D,5,mScarlet,Plate 1,2025-10-27 20:10:09,2,T7pause
182,0 days 03:05:00,D5,30841,D,5,mScarlet,Plate 1,2025-10-27 20:15:09,2,T7pause
183,0 days 03:10:00,D5,32713,D,5,mScarlet,Plate 1,2025-10-27 20:20:09,2,T7pause
184,0 days 03:15:00,D5,34642,D,5,mScarlet,Plate 1,2025-10-27 20:25:09,2,T7pause
185,0 days 03:20:00,D5,36227,D,5,mScarlet,Plate 1,2025-10-27 20:30:09,2,T7pause
186,0 days 03:25:00,D5,38114,D,5,mScarlet,Plate 1,2025-10-27 20:35:09,2,T7pause
187,0 days 03:30:00,D5,40139,D,5,mScarlet,Plate 1,2025-10-27 20:40:09,2,T7pause
188,0 days 03:35:00,D5,42163,D,5,mScarlet,Plate 1,2025-10-27 20:45:09,2,T7pause
189,0 days 03:40:00,D5,44098,D,5,mScarlet,Plate 1,2025-10-27 20:50:09,2,T7pause
190,0 days 03:45:00,D5,45827,D,5,mScarlet,Plate 1,2025-10-27 20:55:09,2,T7pause
191,0 days 03:50:00,D5,47589,D,5,mScarlet,Plate 1,2025-10-27 21:00:09,2,T7pause
192,0 days 03:55:00,D5,48769,D,5,mScarlet,Plate 1,2025-10-27 21:05:09,2,T7pause
193,0 days 04:00:00,D5,51341,D,5,mScarlet,Plate 1,2025-10-27 21:10:09,2,T7pause
194,0 days 04:05:00,D5,52582,D,5,mScarlet,Plate 1,2025-10-27 21:15:09,2,T7pause
195,0 days 04:10:00,D5,54421,D,5,mScarlet,Plate 1,2025-10-27 21:20:09,2,T7pause
196,0 days 04:15:00,D5,55982,D,5,mScarlet,Plate 1,2025-10-27 21:25:09,2,T7pause
197,0 days 04:20:00,D5,57481,D,5,mScarlet,Plate 1,2025-10-27 21:30:09,2,T7pause
198,0 days 04:25:00,D5,58733,D,5,mScarlet,Plate 1,2025-10-27 21:35:09,2,T7pause
199,0 days 04:30:00,D5,60798,D,5,mScarlet,Plate 1,2025-10-27 21:40:09,2,T7pause
200,0 days 04:35:00,D5,62061,D,5,mScarlet,Plate 1,2025-10-27 21:45:09,2,T7pause
201,0 days 04:40:00,D5,63562,D,5,mScarlet,Plate 1,2025-10-27 21:50:09,2,T7pause
202,0 days 04:45:00,D5,65028,D,5,mScarlet,Plate 1,2025-10-27 21:55:09,2,T7pause
203,0 days 04:50:00,D5,66393,D,5,mScarlet,Plate 1,2025-10-27 22:00:09,2,T7pause
204,0 days 04:55:00,D5,67655,D,5,mScarlet,Plate 1,2025-10-27 22:05:09,2,T7pause
205,0 days 05:00:00,D5,68807,D,5,mScarlet,Plate 1,2025-10-27 22:10:09,2,T7pause
206,0 days 05:05:00,D5,70244,D,5,mScarlet,Plate 1,2025-10-27 22:15:09,2,T7pause
207,0 days 05:10:00,D5,71305,D,5,mScarlet,Plate 1,2025-10-27 22:20:09,2,T7pause
208,0 days 05:15:00,D5,72648,D,5,mScarlet,Plate 1,2025-10-27 22:25:09,2,T7pause
209,0 days 05:20:00,D5,73563,D,5,mScarlet,Plate 1,2025-10-27 22:30:09,2,T7pause
210,0 days 05:25:00,D5,74820,D,5,mScarlet,Plate 1,2025-10-27 22:35:09,2,T7pause
211,0 days 05:30:00,D5,76018,D,5,mScarlet,Plate 1,2025-10-27 22:40:09,2,T7pause
212,0 days 05:35:00,D5,77190,D,5,mScarlet,Plate 1,2025-10-27 22:45:09,2,T7pause
213,0 days 05:40:00,D5,77839,D,5,mScarlet,Plate 1,2025-10-27 22:50:09,2,T7pause
214,0 days 05:45:00,D5,79211,D,5,mScarlet,Plate 1,2025-10-27 22:55:09,2,T7pause
215,0 days 05:50:00,D5,79766,D,5,mScarlet,Plate 1,2025-10-27 23:00:09,2,T7pause
216,0 days 05:55:00,D5,81521,D,5,mScarlet,Plate 1,2025-10-27 23:05:09,2,T7pause
217,0 days 06:00:00,D5,82281,D,5,mScarlet,Plate 1,2025-10-27 23:10:09,2,T7pause
218,0 days 06:05:00,D5,83021,D,5,mScarlet,Plate 1,2025-10-27 23:15:09,2,T7pause
219,0 days 06:10:00,D5,83615,D,5,mScarlet,Plate 1,2025-10-27 23:20:09,2,T7pause
220,0 days 06:15:00,D5,84525,D,5,mScarlet,Plate 1,2025-10-27 23:25:09,2,T7pause
221,0 days 06:20:00,D5,85378,D,5,mScarlet,Plate 1,2025-10-27 23:30:09,2,T7pause
222,0 days 06:25:00,D5,86389,D,5,mScarlet,Plate 1,2025-10-27 23:35:09,2,T7pause
223,0 days 06:30:00,D5,86749,D,5,mScarlet,Plate 1,2025-10-27 23:40:09,2,T7pause
224,0 days 06:35:00,D5,87259,D,5,mScarlet,Plate 1,2025-10-27 23:45:09,2,T7pause
225,0 days 06:40:00,D5,88275,D,5,mScarlet,Plate 1,2025-10-27 23:50:09,2,T7pause
226,0 days 06:45:00,D5,88682,D,5,mScarlet,Plate 1,2025-10-27 23:55:09,2,T7pause
227,0 days 06:50:00,D5,88886,D,5,mScarlet,Plate 1,2025-10-28 00:00:09,2,T7pause
228,0 days 06:55:00,D5,89623,D,5,mScarlet,Plate 1,2025-10-28 00:05:09,2,T7pause
229,0 days 07:00:00,D5,90456,D,5,mScarlet,Plate 1,2025-10-28 00:10:09,2,T7pause
230,0 days 07:05:00,D5,90362,D,5,mScarlet,Plate 1,2025-10-28 00:15:09,2,T7pause
231,0 days 07:10:00,D5,91111,D,5,mScarlet,Plate 1,2025-10-28 00:20:09,2,T7pause
232,0 days 07:15:00,D5,91967,D,5,mScarlet,Plate 1,2025-10-28 00:25:09,2,T7pause
233,0 days 07:20:00,D5,92431,D,5,mScarlet,Plate 1,2025-10-28 00:30:09,2,T7pause
234,0 days 07:25:00,D5,92767,D,5,mScarlet,Plate 1,2025-10-28 00:35:09,2,T7pause
235,0 days 07:30:00,D5,93030,D,5,mScarlet,Plate 1,2025-10-28 00:40:09,2,T7pause
236,0 days 07:35:00,D5,93385,D,5,mScarlet,Plate 1,2025-10-28 00:45:09,2,T7pause
237,0 days 07:40:00,D5,93834,D,5,mScarlet,Plate 1,2025-10-28 00:50:09,2,T7pause
238,0 days 07:45:00,D5,94049,D,5,mScarlet,Plate 1,2025-10-28 00:55:09,2,T7pause
239,0 days 07:50:00,D5,94753,D,5,mScarlet,Plate 1,2025-10-28 01:00:09,2,T7pause
240,0 days 07:55:00,D5,94967,D,5,mScarlet,Plate 1,2025-10-28 01:05:09,2,T7pause
241,0 days 08:00:00,D5,94798,D,5,mScarlet,Plate 1,2025-10-28 01:10:09,2,T7pause
242,0 days 08:05:00,D5,95208,D,5,mScarlet,Plate 1,2025-10-28 01:15:09,2,T7pause
243,0 days 08:10:00,D5,95527,D,5,mScarlet,Plate 1,2025-10-28 01:20:09,2,T7pause
244,0 days 08:15:00,D5,95610,D,5,mScarlet,Plate 1,2025-10-28 01:25:09,2,T7pause
245,0 days 08:20:00,D5,95603,D,5,mScarlet,Plate 1,2025-10-28 01:30:09,2,T7pause
246,0 days 08:25:00,D5,96985,D,5,mScarlet,Plate 1,2025-10-28 01:35:09,2,T7pause
247,0 days 08:30:00,D5,96964,D,5,mScarlet,Plate 1,2025-10-28 01:40:09,2,T7pause
248,0 days 08:35:00,D5,97185,D,5,mScarlet,Plate 1,2025-10-28 01:45:09,2,T7pause
249,0 days 08:40:00,D5,96774,D,5,mScarlet,Plate 1,2025-10-28 01:50:09,2,T7pause
250,0 days 08:45:00,D5,97195,D,5,mScarlet,Plate 1,2025-10-28 01:55:09,2,T7pause
251,0 days 08:50:00,D5,97188,D,5,mScarlet,Plate 1,2025-10-28 02:00:09,2,T7pause
252,0 days 08:55:00,D5,97854,D,5,mScarlet,Plate 1,2025-10-28 02:05:09,2,T7pause
253,0 days 09:00:00,D5,97987,D,5,mScarlet,Plate 1,2025-10-28 02:10:09,2,T7pause
254,0 days 09:05:00,D5,98075,D,5,mScarlet,Plate 1,2025-10-28 02:15:09,2,T7pause
255,0 days 09:10:00,D5,98050,D,5,mScarlet,Plate 1,2025-10-28 02:20:09,2,T7pause
256,0 days 09:15:00,D5,98212,D,5,mScarlet,Plate 1,2025-10-28 02:25:09,2,T7pause
257,0 days 09:20:00,D5,98074,D,5,mScarlet,Plate 1,2025-10-28 02:30:09,2,T7pause
258,0 days 09:25:00,D5,98539,D,5,mScarlet,Plate 1,2025-10-28 02:35:09,2,T7pause
259,0 days 09:30:00,D5,98770,D,5,mScarlet,Plate 1,2025-10-28 02:40:09,2,T7pause
260,0 days 09:35:00,D5,98784,D,5,mScarlet,Plate 1,2025-10-28 02:45:09,2,T7pause
261,0 days 09:40:00,D5,98935,D,5,mScarlet,Plate 1,2025-10-28 02:50:09,2,T7pause
262,0 days 09:45:00,D5,99259,D,5,mScarlet,Plate 1,2025-10-28 02:55:09,2,T7pause
