ID,Well,Type,Name,[tRNA] (ug/uL),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[ATP] (mM),[GTP] (mM),[PPK] (uM),[PolyP] (mM),[HEPES] (mM),[Potassium glutamate] (mM),[CTP] (mM),[UTP] (mM),[TCEP] (mM),[Folinic acid] (mM),[Spermidine] (mM),[Amino acid mix] (mM),[RNase Inhib] (U/mL),[Ribosome] (uM),[DNA] (nM),Reader Serial Number,Date,Gain,Read Type,Experiment,HEPES ID,Potassium glutamate ID,Magnesium acetate ID,ATP ID,GTP ID,CTP ID,UTP ID,Creatine phosphate ID,TCEP ID,Folinic acid ID,Spermidine ID,Amino acid mix ID,tRNA ID,RNase Inhib ID,PolyP ID,PPK ID,DNA ID,Ribosome ID,PMix ID,Rxn Volume (uL),success,sigmoid_steady_state,sigmoid_rate (1/h),sigmoid_time_offset (h),drift_rate (1/h),drift_rate_time_offset (h),SMS ID,Reader Type,Product,Condition,[PEG] (%),[AlaRS] (mg/mL),[ArgRS] (mg/mL),[AsnRS] (mg/mL),[AspRS] (mg/mL),[CysRS] (mg/mL),[GlnRS] (mg/mL),[GluRS] (mg/mL),[GlyRS] (mg/mL),[HisRS] (mg/mL),[IleRS] (mg/mL),[LeuRS] (mg/mL),[LysRS] (mg/mL),[PheRS] (mg/mL),[ProRS] (mg/mL),[SerRS] (mg/mL),[ThrRS] (mg/mL),[TrpRS] (mg/mL),[TyrRS] (mg/mL),[ValRS] (mg/mL),[MetRS] (mg/mL),[IF1] (mg/mL),[IF2] (mg/mL),[IF3] (mg/mL),[MTF] (mg/mL),[EF-G] (mg/mL),[EF-Ts] (mg/mL),[EF-Tu] (mg/mL),[RF1] (mg/mL),[RF2] (mg/mL),[RF3] (mg/mL),[RRF] (mg/mL),[CK] (mg/mL),[AK] (mg/mL),[NDK] (mg/mL),[PPiase] (mg/mL),[T7RNAP] (mg/mL)
NIST-standards-PURExpress-plamGFP-deGFP-D2,D2,Sample,plamGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.285026178,1705168,11/24/2025 0:00,ext,M,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-804,NEB Sol B,NEB Sol B,10,TRUE,1.719547609,2.315438801,1.439694769,0.034787894,4.047519205,NEB Sol A,Cytation5,plamGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-D2,D2,Sample,plamGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.285026178,206621,11/24/2025 0:00,50,F,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-804,NEB Sol B,NEB Sol B,10,TRUE,2.484943341,2.466286468,1.496516256,0.051070361,3.058420779,NEB Sol A,Synergy 2,plamGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-D4,D4,Sample,deGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,10.4201087,130723A,11/24/2025 0:00,35,F,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-889,NEB Sol B,NEB Sol B,10,TRUE,1.024702136,2.495121655,1.057142946,0.01566656,6,NEB Sol A,Cytation3,deGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-D4,D4,Sample,deGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,10.4201087,1705168,11/24/2025 0:00,ext,M,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-889,NEB Sol B,NEB Sol B,10,TRUE,1.166313428,2.499282173,0.947509109,0.015017531,6.030555556,NEB Sol A,Cytation5,deGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-D4,D4,Sample,deGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,10.4201087,206621,11/24/2025 0:00,50,F,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-889,NEB Sol B,NEB Sol B,10,TRUE,1.719558526,2.566238544,0.99987255,0.019447078,6,NEB Sol A,Synergy 2,deGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-F2,F2,Sample,plamGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.285026178,130723A,11/24/2025 0:00,35,F,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-804,NEB Sol B,NEB Sol B,10,TRUE,1.30624191,2.87858367,1.537132487,0.038929971,1.876844159,NEB Sol A,Cytation3,plamGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-F2,F2,Sample,plamGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.285026178,1705168,11/24/2025 0:00,ext,M,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-804,NEB Sol B,NEB Sol B,10,TRUE,1.776901188,2.303777758,1.43164823,0.035308076,4.187580446,NEB Sol A,Cytation5,plamGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-F2,F2,Sample,plamGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,3.285026178,206621,11/24/2025 0:00,50,F,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-804,NEB Sol B,NEB Sol B,10,TRUE,2.401764254,2.474051638,1.485952292,0.051991691,2.928119419,NEB Sol A,Synergy 2,plamGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-F4,F4,Sample,deGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,10.4201087,130723A,11/24/2025 0:00,35,F,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-889,NEB Sol B,NEB Sol B,10,TRUE,1.041816431,2.482636611,1.062138627,0.015885423,6,NEB Sol A,Cytation3,deGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-F4,F4,Sample,deGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,10.4201087,1705168,11/24/2025 0:00,ext,M,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-889,NEB Sol B,NEB Sol B,10,TRUE,1.149660484,2.502141866,0.937909308,0.015058641,6.030555556,NEB Sol A,Cytation5,deGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
NIST-standards-PURExpress-plamGFP-deGFP-F4,F4,Sample,deGFP,3.5,8,20,2,2,0,0,50,100,1,1,1,0.02,2,0.3,2000,1.8,10.4201087,206621,11/24/2025 0:00,50,F,NIST-standards-PURExpress-plamGFP-deGFP,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol A,NEB Sol B,Unknown,NEB Sol A,NEB Sol A,AR-889,NEB Sol B,NEB Sol B,10,TRUE,1.697058298,2.585344535,1.023562783,0.014865738,5.740694425,NEB Sol A,Synergy 2,deGFP,R&D,0,0.13033627,0.003633799,0.040941584,0.015020094,0.002180573,0.007025149,0.023499938,0.017928015,0.001453226,0.074617041,0.007510047,0.011871193,0.031735863,0.018653893,0.003633799,0.011628744,0.011628744,0.001210776,0.00339135,0.004361146,0.018653893,0.074617041,0.018653893,0.037307786,0.093270933,0.093270933,0.931736597,0.018653893,0.018653893,0.018653893,0.018653893,0.007510047,0.005571923,0.001938124,0.001938124,0.018653893
